clusterID	value
400	0.22
401	0.28
402	0.34
403	-0.61
404	-0.99
405	-1.58
406	-2.21
407	-2.77
408	-2.78
409	-2.74
410	-2.58
411	-2.15
412	-1.39
413	-0.01
414	0.06
415	-0.37
416	-0.02
417	-0.08
418	-0.45
419	-0.43
420	-0.24
421	-0.19
422	-0.19
423	0.34
424	-0.23
425	0.34
426	0.1
427	-0.18
428	0.28
429	0.51
430	-0.07
431	0.03
432	-0.68
433	-0.49
434	-0.18
435	-0.53
436	-1.0
437	-0.39
438	-0.67
439	-0.71
440	-0.67
441	-0.25
442	-0.56
443	-0.56
444	-1.24
445	-0.43
446	-0.28
447	-0.35
448	-1.08
449	-0.77
450	-0.54
451	-0.33
452	-1.2
453	-1.3
454	-1.12
455	-0.87
456	-1.7
457	-1.73
458	-1.68
459	-1.13
460	-0.48
461	0.14
462	-0.36
463	-0.49
464	-0.63
465	-0.29
466	-1.13
467	-1.09
468	-1.55
469	-1.83
470	-1.91
471	-1.16
472	-0.87
473	-0.75
474	-0.84
475	-0.19
476	-0.23
477	0.47
478	0.05
479	-0.44
480	0.54
481	0.11
482	0.05
483	0.64
484	-0.15
485	0.48
486	0.68
487	0.4
488	0.29
489	0.5
490	0.56
491	0.4
492	-0.17
493	-0.4
494	-0.18
495	0.71
496	0.16
497	0.41
498	-0.5
499	-0.86
500	-0.57
501	-0.15
502	-0.05
503	0.01
504	0.26
505	1.06
506	0.49
507	0.36
508	0.7
509	0.44
510	0.0
511	-0.2
512	-0.24
513	0.23
514	-0.04
515	-0.45
516	-1.14
517	-0.49
518	-0.23
519	-0.83
520	-0.83
521	-0.77
522	-0.99
523	-0.88
524	-0.72
525	-0.65
526	-0.08
527	0.02
528	-0.01
529	-0.02
530	0.06
531	-0.33
532	-0.72
533	-1.14
534	-1.66
535	-1.47
536	-1.63
537	-2.07
538	-2.02
539	-1.03
540	0.11
541	-0.45
542	-0.65
543	-0.87
544	-1.34
545	-1.6
546	-1.57
547	-0.93
548	-0.56
549	0.19
550	0.72
551	0.52
552	0.46
553	0.6
554	0.07
555	0.28
556	-0.09
557	-0.38
558	0.56
559	0.53
560	0.51
561	0.17
562	-0.05
563	0.38
564	-0.49
565	-0.74
566	-0.47
567	-0.66
568	-0.84
569	-0.98
570	-1.4
571	-1.47
572	-1.32
573	-0.86
574	-0.3
575	-0.37
576	-0.59
577	-0.26
578	-0.27
579	-0.63
580	-1.26
581	-1.88
582	-2.12
583	-1.35
584	-1.44
585	-1.01
586	-0.73
587	-0.86
588	-0.95
589	-0.03
590	-0.4
591	-0.03
592	0.41
593	0.89
594	0.99
595	0.4
596	-0.09
597	0.32
598	0.29
599	0.05
600	0.28
601	0.19
602	0.27
603	1.09
604	1.68
605	0.85
606	0.8
607	1.08
608	0.22
609	0.47
610	-0.18
611	-0.59
612	-0.05
613	-0.85
614	-0.48
615	-0.98
616	-0.57
617	0.51
618	0.35
619	-0.01
620	0.17
621	-0.6
622	0.01
623	0.35
624	-0.08
625	0.23
626	-0.16
627	-0.36
628	0.18
629	-0.3
630	-0.44
631	-0.52
632	-0.47
633	0.1
634	-0.34
635	-0.26
636	-0.27
637	-0.15
638	-0.29
639	-0.3
640	0.15
641	-1.07
642	-1.54
643	-1.19
644	-1.29
645	-0.91
646	-0.43
647	-1.04
648	-0.37
649	0.23
650	-0.43
651	-0.0
652	-0.01
653	0.48
654	0.59
655	0.14
656	0.39
657	0.37
658	0.53
659	0.46
660	0.43
661	1.12
662	0.88
663	0.91
664	0.68
665	0.72
666	0.28
667	-0.24
668	-1.03
669	-1.23
670	-1.0
671	-0.99
672	-0.33
673	-0.85
674	-0.5
675	-0.12
676	0.3
677	0.57
678	0.76
679	0.51
680	0.56
681	0.33
682	0.04
683	0.7
684	1.21
685	0.88
686	0.16
687	0.31
688	0.48
689	0.91
690	0.68
691	0.12
692	0.33
693	0.66
694	0.55
695	0.26
696	-0.43
697	-0.96
698	-0.77
699	-1.48
700	-1.65
701	-0.89
702	-0.68
703	-0.56
704	-0.52
705	-1.05
706	-0.62
707	-0.27
708	-0.81
709	-0.88
710	-0.95
711	-0.69
712	-0.36
713	0.23
714	0.01
715	1.02
716	1.27
717	1.36
718	1.31
719	0.83
720	0.36
721	0.53
722	0.15
723	-0.46
724	-1.14
725	-0.48
726	-0.44
727	-0.03
728	-0.87
729	-1.0
730	-0.89
731	-0.64
732	-0.85
733	-0.66
734	-0.83
735	-0.03
736	0.14
737	0.24
738	0.06
739	-0.23
740	-0.84
741	-1.44
742	-2.08
743	-1.78
744	-2.35
745	-1.91
746	-1.63
747	-1.31
748	-1.19
749	-1.01
750	-0.93
751	-0.43
752	-0.63
753	-0.38
754	0.03
755	-0.23
756	-0.49
757	-0.91
758	-1.91
759	-1.82
760	-1.52
761	-1.71
762	-1.66
763	-1.77
764	-1.66
765	-0.72
766	-1.08
767	-1.26
768	-1.33
769	-0.74
770	-0.04
771	0.96
772	0.13
773	0.1
774	0.24
775	0.16
776	-0.32
777	-0.73
778	-1.16
779	-0.23
780	-0.18
781	0.37
782	0.34
783	0.06
784	0.21
785	0.19
786	-0.28
787	0.14
788	-0.52
789	-0.59
790	-0.78
791	-0.86
792	-0.8
793	-1.01
794	-1.39
795	-1.38
796	-1.27
797	-1.71
798	-2.51
799	-2.34
800	-2.37
801	-1.95
802	-1.47
803	-1.58
804	-1.67
805	-0.43
806	0.18
807	-0.09
808	-0.47
809	-0.57
810	-0.61
811	-0.28
812	-0.64
813	-0.35
814	-0.06
815	-0.21
816	0.29
817	-0.18
818	-0.57
819	-0.9
820	-1.69
821	-2.11
822	-1.3
823	-1.98
824	-1.44
825	-1.28
826	-0.87
827	-0.51
828	-0.29
829	-0.91
830	-1.38
831	-1.24
832	-0.62
833	-0.77
834	-1.45
835	-1.6
836	-1.75
837	-1.39
838	-0.9
839	-0.93
840	-0.84
841	-1.2
842	-0.76
843	-0.68
844	-0.7
845	-0.83
846	-0.35
847	-0.33
848	0.15
849	-0.3
850	-0.14
851	-0.35
852	-0.24
853	-0.81
854	-0.89
855	-1.37
856	-1.71
857	-1.73
858	-0.96
859	-0.17
860	0.36
861	0.11
862	0.05
863	0.77
864	0.71
865	-0.24
866	-0.85
867	-1.28
868	-1.57
869	-1.63
870	-2.35
871	-1.46
872	-1.09
873	-1.08
874	-1.36
875	-1.5
876	-1.72
877	-1.55
878	-2.42
879	-2.29
880	-2.26
881	-2.2
882	1.35
883	0.31
884	0.28
885	-0.29
886	0.26
887	0.25
888	0.12
889	0.77
890	1.0
891	0.1
892	-0.07
893	-0.03
894	-0.12
895	-0.82
896	-1.69
897	-1.1
898	-0.25
899	-0.42
900	-0.22
901	0.43
902	0.47
903	0.75
904	-0.04
905	-0.39
906	0.38
907	0.11
908	-0.17
909	-0.34
910	0.44
911	0.4
912	0.42
913	-0.23
914	-0.04
915	0.39
916	-0.08
917	-0.52
918	-0.98
919	-0.98
920	-1.23
921	-1.42
922	-1.46
923	-0.84
924	-1.04
925	-1.03
926	-1.45
927	-1.12
928	-0.74
929	-0.15
930	-0.1
931	-0.23
932	-0.2
933	-0.4
934	-0.63
935	-0.06
936	-0.14
937	-0.99
938	-0.12
939	-0.21
940	0.5
941	1.37
942	1.72
943	0.6
944	0.86
945	0.48
946	1.14
947	0.65
948	0.16
949	-0.33
950	0.44
951	0.03
952	-0.3
953	-0.85
954	-1.0
955	-0.46
956	-0.78
957	-0.8
958	-1.04
959	-0.6
960	0.13
961	-0.34
962	-0.52
963	0.36
964	-0.07
965	-0.32
966	-0.39
967	-1.31
968	-1.05
969	-0.56
970	-1.24
971	-1.21
972	-0.91
973	-1.3
974	-0.59
975	-0.76
976	0.23
977	0.05
978	-0.03
979	0.69
980	-0.11
981	-0.5
982	-0.61
983	-1.07
984	-0.76
985	-1.15
986	-1.31
987	-0.42
988	0.13
989	0.01
990	-0.32
991	-0.17
992	0.52
993	0.38
994	-0.47
995	-1.16
996	-1.06
997	-0.44
998	-0.21
999	-0.38
1000	0.18
1001	0.15
1002	0.63
1003	1.16
1004	1.29
1005	0.55
1006	-0.02
1007	-0.42
1008	-0.07
1009	-0.24
1010	-0.81
1011	-0.98
1012	-1.06
1013	-1.09
1014	-1.19
1015	-1.88
1016	-0.91
1017	-0.55
1018	-0.71
1019	-0.95
1020	-0.86
1021	-0.67
1022	-1.15
1023	-0.43
1024	0.12
1025	0.38
1026	0.18
1027	-0.22
1028	-1.18
1029	-0.69
1030	-1.49
1031	-1.55
1032	-0.76
1033	-0.21
1034	0.29
1035	0.32
1036	0.1
1037	0.53
1038	1.09
1039	0.39
1040	-0.24
1041	-0.84
1042	-0.26
1043	-0.31
1044	0.1
1045	0.01
1046	0.1
1047	0.24
1048	0.29
1049	-0.21
1050	0.3
1051	-0.47
1052	-0.79
1053	-1.08
1054	-0.95
1055	-0.83
1056	-1.09
1057	-1.41
1058	-1.13
1059	-1.65
1060	0.1
1061	0.35
1062	0.45
1063	0.54
1064	0.01
1065	0.35
1066	-0.3
1067	0.4
1068	0.47
1069	0.47
1070	-0.22
1071	-0.34
1072	-0.68
1073	-0.4
1074	-0.41
1075	-0.75
1076	0.05
1077	0.15
1078	0.16
1079	0.15
1080	0.18
1081	0.36
1082	-0.08
1083	0.05
1084	0.31
1085	0.25
1086	-0.17
1087	0.41
1088	0.09
1089	0.11
1090	-0.25
1091	-0.39
1092	0.39
1093	0.8
1094	0.31
1095	0.05
1096	0.06
1097	-0.41
1098	-0.82
1099	-1.04
1100	-1.34
1101	-1.4
1102	-1.12
1103	-0.12
1104	-0.94
1105	-0.81
1106	-0.32
1107	-0.91
1108	-0.39
1109	-0.23
1110	-0.31
1111	0.21
1112	0.16
1113	0.32
1114	0.79
1115	0.96
1116	1.19
1117	0.97
1118	1.04
1119	1.43
1120	2.03
1121	0.86
1122	-0.09
1123	-0.53
1124	0.34
1125	0.11
1126	-0.26
1127	-0.53
1128	-0.54
1129	-0.16
1130	-0.52
1131	-1.32
1132	-1.6
1133	-1.7
1134	-1.82
1135	-0.6
1136	0.48
1137	0.87
1138	1.62
1139	1.52
1140	2.35
1141	2.54
1142	2.03
1143	1.46
1144	0.8
1145	-0.93
1146	-1.8
1147	-1.57
1148	-0.83
1149	-1.09
1150	-0.75
1151	-0.53
1152	-0.13
1153	0.51
1154	0.53
1155	-0.19
1156	0.2
1157	0.55
1158	-0.35
1159	0.35
1160	-0.12
1161	-0.54
1162	-0.11
1163	0.04
1164	-0.39
1165	-0.61
1166	-0.45
1167	-0.45
1168	-0.19
1169	-0.68
1170	-1.03
1171	-0.65
1172	-0.32
1173	-0.53
1174	0.29
1175	0.22
1176	0.14
1177	0.51
1178	0.55
1179	1.17
1180	1.09
1181	0.04
1182	0.16
1183	0.86
1184	0.28
1185	-0.47
1186	-0.44
1187	-0.94
1188	-0.5
1189	-0.53
1190	-1.13
1191	-0.76
1192	0.13
1193	0.74
1194	0.36
1195	-0.18
1196	-0.75
1197	-1.27
1198	-0.95
1199	-1.59
1200	-1.82
1201	-1.74
1202	-1.0
1203	-0.43
1204	0.03
1205	-0.37
1206	0.56
1207	1.0
1208	0.87
1209	0.46
1210	-0.2
1211	-0.97
1212	-0.31
1213	-0.54
1214	-0.73
1215	-0.03
1216	0.24
1217	0.95
1218	1.74
1219	1.02
1220	0.34
1221	0.38
1222	-0.01
1223	-0.55
1224	-1.4
1225	-1.5
1226	-0.72
1227	-0.18
1228	-0.54
1229	0.25
1230	0.79
1231	0.88
1232	0.91
1233	0.14
1234	0.37
1235	0.6
1236	0.04
1237	-0.79
1238	-0.45
1239	-0.91
1240	-0.53
1241	-0.65
1242	-0.56
1243	-1.01
1244	-1.23
1245	-1.49
1246	-1.41
1247	-1.01
1248	-1.15
1249	-0.95
1250	-0.53
1251	-1.05
1252	-0.61
1253	-0.06
1254	-0.86
1255	-0.47
1256	0.57
1257	0.32
1258	0.45
1259	0.43
1260	-0.24
1261	0.41
1262	0.33
1263	-0.11
1264	0.66
1265	0.56
1266	0.24
1267	0.24
1268	-0.33
1269	-0.6
1270	-0.35
1271	-1.17
1272	-1.02
1273	-0.59
1274	-0.97
1275	-0.83
1276	-1.07
1277	-1.29
1278	-0.36
1279	-0.78
1280	-1.28
1281	-0.92
1282	-0.39
1283	0.83
1284	0.84
1285	0.56
1286	0.08
1287	0.0
1288	-0.83
1289	-1.02
1290	-0.85
1291	-1.13
1292	-0.53
1293	-0.12
1294	-0.31
1295	0.75
1296	0.61
1297	0.89
1298	1.7
1299	0.87
1300	0.46
1301	-0.18
1302	-0.8
1303	-0.29
1304	-0.75
1305	-0.69
1306	-0.65
1307	-0.84
1308	-1.21
1309	-0.67
1310	-1.34
1311	-0.36
1312	-1.33
1313	-0.76
1314	0.12
1315	0.3
1316	-0.24
1317	-0.15
1318	-0.73
1319	0.07
1320	-0.29
1321	-0.79
1322	-0.97
1323	-0.8
1324	-1.06
1325	-1.31
1326	-1.75
1327	-0.45
1328	-0.38
1329	0.1
1330	-0.08
1331	0.23
1332	-0.06
1333	-0.34
1334	-0.06
1335	-0.51
1336	-0.8
1337	-1.08
1338	-1.08
1339	-0.83
1340	-0.48
1341	-1.15
1342	-0.77
1343	-0.21
1344	-0.71
1345	-1.02
1346	-0.64
1347	-1.22
1348	-1.91
1349	-1.83
1350	-1.82
1351	-1.48
1352	-0.96
1353	-0.9
1354	-0.47
1355	-0.02
1356	0.75
1357	-0.1
1358	-0.46
1359	-0.66
1360	-0.52
1361	-0.84
1362	-0.44
1363	-0.09
1364	0.27
1365	0.26
1366	-0.33
1367	-0.56
1368	0.31
1369	0.07
1370	-0.14
1371	-0.45
1372	-1.2
1373	-0.51
1374	-0.64
1375	-0.53
1376	-0.41
1377	-0.58
1378	-0.2
1379	0.19
1380	-0.47
1381	-0.81
1382	-0.6
1383	-0.06
1384	-0.31
1385	-0.66
1386	-0.81
1387	-0.38
1388	-0.3
1389	-0.45
1390	-0.28
1391	0.29
1392	0.31
1393	0.34
1394	0.63
1395	-0.05
1396	0.31
1397	-0.35
1398	-0.73
1399	-1.12
1400	-0.84
1401	-0.79
1402	-0.43
1403	-1.56
1404	-0.93
1405	-0.58
1406	0.09
1407	0.14
1408	0.05
1409	0.2
1410	1.4
1411	0.54
1412	1.01
1413	-0.13
1414	-0.01
1415	0.15
1416	-0.89
1417	-0.33
1418	-1.05
1419	-1.08
1420	-1.17
1421	-0.95
1422	-0.47
1423	-0.43
1424	-1.12
1425	-0.31
1426	-0.34
1427	0.1
1428	0.6
1429	-0.08
1430	0.65
1431	1.23
1432	1.18
1433	0.73
1434	0.4
1435	0.31
1436	0.35
1437	-0.3
1438	-0.82
1439	-1.57
1440	-1.51
1441	-1.45
1442	-2.2
1443	-1.24
1444	-1.51
1445	-0.86
1446	-0.78
1447	-0.7
1448	-0.88
1449	-0.32
1450	-0.83
1451	-1.1
1452	-1.0
1453	-0.98
1454	-0.75
1455	-0.76
1456	-1.06
1457	-0.74
1458	-0.22
1459	-0.3
1460	-0.6
1461	-0.27
1462	-0.47
1463	0.52
1464	0.27
1465	-0.49
1466	-0.47
1467	0.8
1468	-0.63
1469	-0.56
1470	-0.75
1471	-1.27
1472	-0.63
1473	-0.58
1474	-1.07
1475	0.13
1476	-0.33
1477	-0.29
1478	0.22
1479	0.34
1480	1.06
1481	1.88
1482	0.87
1483	0.9
1484	0.53
1485	-0.12
1486	-0.77
1487	-0.69
1488	-1.73
1489	-1.08
1490	-0.47
1491	0.47
1492	0.77
1493	1.27
1494	0.08
1495	0.59
1496	0.49
1497	0.5
1498	0.25
1499	0.05
1500	-0.57
1501	-0.48
1502	-0.82
1503	-0.67
1504	-1.01
1505	-0.61
1506	-0.61
1507	0.19
1508	0.87
1509	0.56
1510	0.95
1511	-1.47
1512	-0.99
1513	-0.64
1514	0.04
1515	0.38
1516	0.78
1517	0.68
1518	1.35
1519	1.27
1520	0.11
1521	-0.54
1522	-0.83
1523	-1.26
1524	-1.09
1525	-1.06
1526	-0.88
1527	-0.99
1528	-0.37
1529	-0.28
1530	-0.15
1531	-0.19
1532	-0.1
1533	-0.89
1534	0.2
1535	-0.68
1536	-0.48
1537	-0.64
1538	-0.89
1539	-1.7
1540	-1.11
1541	-1.08
1542	-0.8
1543	-1.01
1544	-0.58
1545	-0.21
1546	0.47
1547	0.26
1548	-0.36
1549	-0.5
1550	0.01
1551	0.05
1552	-0.22
1553	0.02
1554	1.49
1555	1.69
1556	2.09
1557	0.72
1558	0.45
1559	0.26
1560	0.97
1561	0.49
1562	-0.45
1563	-0.92
1564	-1.06
1565	-1.26
1566	-2.16
1567	-2.66
1568	-2.15
1569	-1.89
1570	-1.59
1571	-0.72
1572	-1.0
1573	-0.53
1574	0.12
1575	-0.33
1576	0.14
1577	-0.59
1578	-1.43
1579	-0.81
1580	0.48
1581	-0.06
1582	0.64
1583	0.56
1584	0.07
1585	0.34
1586	-0.05
1587	-0.26
1588	0.36
1589	-0.42
1590	-0.07
1591	0.36
1592	0.91
1593	0.75
1594	-0.3
1595	-0.59
1596	0.1
1597	-0.37
1598	-0.45
1599	-0.46
1600	-0.06
1601	0.49
1602	-0.49
1603	-0.78
1604	-0.25
1605	0.83
1606	0.51
1607	-0.34
1608	-0.29
1609	-0.4
1610	-0.24
1611	-0.17
1612	-0.16
1613	-0.57
1614	-0.36
1615	-0.18
1616	-0.8
1617	-0.68
1618	-0.55
1619	-1.03
1620	-0.5
1621	0.12
1622	-0.25
1623	0.13
1624	0.55
1625	-0.13
1626	0.27
1627	-0.08
1628	-0.72
1629	-0.71
1630	-0.79
1631	0.31
1632	0.26
1633	0.03
1634	1.08
1635	1.48
1636	0.53
1637	0.12
1638	-0.47
1639	-0.57
1640	-0.13
1641	0.01
1642	0.47
1643	0.99
1644	0.9
1645	0.84
1646	1.3
1647	0.42
1648	-0.42
1649	-0.88
1650	-1.15
1651	-1.24
1652	-0.24
1653	-0.45
1654	0.06
1655	-0.19
1656	-0.11
1657	-0.42
1658	-0.45
1659	-0.89
1660	-0.67
1661	-0.19
1662	0.34
1663	0.14
1664	0.14
1665	0.36
1666	0.25
1667	0.35
1668	-0.04
1669	0.81
1670	0.7
1671	0.36
1672	0.12
1673	0.15
1674	-0.01
1675	0.34
1676	0.59
1677	0.26
1678	-0.03
1679	0.08
1680	0.09
1681	0.76
1682	0.81
1683	0.78
1684	0.56
1685	-0.3
1686	-0.38
1687	-0.07
1688	-0.88
1689	-1.27
1690	-1.34
1691	-0.76
1692	0.04
1693	-0.47
1694	0.1
1695	0.75
1696	0.61
1697	0.49
1698	0.26
1699	1.14
1700	0.81
1701	0.51
1702	0.78
1703	0.46
1704	0.4
1705	0.6
1706	0.06
1707	0.24
1708	-0.23
1709	-0.95
1710	0.05
1711	0.04
1712	-0.18
1713	-0.4
1714	-0.63
1715	-0.78
1716	-1.2
1717	-1.13
1718	-1.23
1719	-1.81
1720	-1.96
1721	-1.67
1722	-1.37
1723	0.93
1724	-0.07
1725	0.29
1726	1.25
1727	0.16
1728	-0.32
1729	-0.25
1730	-0.43
1731	0.32
1732	0.59
1733	0.28
1734	0.71
1735	0.51
1736	0.24
1737	0.62
1738	-0.41
1739	-0.41
1740	0.23
1741	0.0
1742	1.23
1743	0.79
1744	0.28
1745	1.31
1746	1.01
1747	0.39
1748	0.21
1749	-0.86
1750	-1.03
1751	-0.98
1752	-1.65
1753	-1.45
1754	-1.09
1755	-0.14
1756	0.54
1757	1.1
1758	2.19
1759	2.44
1760	2.37
1761	1.95
1762	1.02
1763	1.29
1764	0.65
1765	0.28
1766	1.28
1767	1.65
1768	1.51
1769	1.23
1770	0.49
1771	-0.49
1772	-0.88
1773	-1.25
1774	-2.44
1775	-1.55
1776	-2.02
1777	-1.51
1778	-1.15
1779	-1.19
1780	-0.47
1781	-0.05
1782	-0.15
1783	1.16
1784	0.84
1785	1.62
1786	1.44
1787	1.37
1788	0.97
1789	0.77
1790	0.48
1791	0.98
1792	0.57
1793	1.07
1794	0.06
1795	0.27
1796	1.04
1797	0.08
1798	-0.81
1799	-0.29
1800	-0.91
1801	-0.99
1802	-0.29
1803	-0.54
1804	-0.65
1805	0.07
1806	0.45
1807	0.63
1808	-0.61
1809	-0.8
1810	-0.84
1811	-0.89
1812	-0.98
1813	-0.48
1814	-1.42
1815	-2.06
1816	-1.04
1817	-1.18
1818	-1.07
1819	-0.69
1820	0.1
1821	-0.19
1822	0.33
1823	-0.02
1824	-0.57
1825	-0.74
1826	-0.14
1827	-0.41
1828	-0.49
1829	-0.54
1830	-0.07
1831	0.2
1832	0.18
1833	-0.67
1834	-0.55
1835	-0.66
1836	-0.72
1837	-0.58
1838	-0.49
1839	0.25
1840	1.07
1841	0.65
1842	0.05
1843	0.15
1844	0.07
1845	0.07
1846	-0.75
1847	-0.78
1848	-0.5
1849	-0.1
1850	-0.8
1851	-1.39
1852	-0.62
1853	-0.14
1854	-0.74
1855	-1.01
1856	-0.48
1857	-1.25
1858	-1.52
1859	-0.77
1860	-0.11
1861	0.6
1862	1.09
1863	1.22
1864	1.77
1865	1.75
1866	2.08
1867	1.39
1868	0.66
1869	0.19
1870	0.0
1871	-0.21
1872	0.58
1873	-0.54
1874	-0.78
1875	0.52
1876	0.69
1877	-0.05
1878	0.81
1879	0.29
1880	0.84
1881	0.79
1882	0.54
1883	0.54
1884	0.73
1885	-0.01
1886	0.3
1887	0.47
1888	0.24
1889	-0.5
1890	-1.05
1891	-0.5
1892	-1.16
1893	-1.19
1894	-1.89
1895	-1.04
1896	-0.1
1897	1.2
1898	0.84
1899	0.77
1900	-0.36
1901	-0.11
1902	-0.32
1903	-0.95
1904	-0.83
1905	-0.91
1906	-1.14
1907	-1.19
1908	-0.97
1909	-1.56
1910	-1.31
1911	-0.34
1912	-0.17
1913	-0.09
1914	1.04
1915	0.93
1916	1.21
1917	1.96
1918	0.67
1919	0.49
1920	0.31
1921	0.44
1922	0.18
1923	-0.59
1924	-0.52
1925	-0.33
1926	-0.26
1927	-0.11
1928	0.59
1929	0.63
1930	0.36
1931	-0.15
1932	0.36
1933	0.73
1934	0.86
1935	0.63
1936	0.91
1937	0.32
1938	0.45
1939	-0.55
1940	0.13
1941	0.54
1942	0.34
1943	-0.07
1944	0.72
1945	0.43
1946	1.28
1947	1.14
1948	0.68
1949	0.19
1950	0.02
1951	0.37
1952	0.51
1953	-0.09
1954	-0.14
1955	0.2
1956	0.07
1957	0.36
1958	0.08
1959	0.71
1960	1.0
1961	1.45
